City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Suzun,RU,53.7841,82.3116,68.9,31,71,6.46,broken clouds
346,Wilmington,US,34.2257,-77.9447,75.85,77,0,3.44,clear sky
347,Tres Palos,MX,18.1833,-101.6167,72.72,94,100,3.36,overcast clouds
348,Colares,PT,38.7992,-9.4469,69.46,68,20,11.99,few clouds
349,Bodden Town,KY,19.2833,-81.25,81.0,80,34,8.01,scattered clouds
350,Poindimie,NC,-20.9333,165.3333,73.35,81,41,5.64,scattered clouds
351,Naryan-Mar,RU,67.6713,53.087,74.25,23,3,7.36,clear sky
352,Taiobeiras,BR,-15.8078,-42.2331,48.78,94,53,2.17,broken clouds
353,Carutapera,BR,-1.195,-46.02,72.05,97,60,4.14,broken clouds
354,Iqaluit,CA,63.7506,-68.5145,32.7,78,98,11.99,overcast clouds
355,Buta,CD,2.7858,24.73,84.94,54,95,2.66,overcast clouds
356,Penzance,GB,50.1186,-5.5371,60.12,100,40,9.22,scattered clouds
357,Fort Saint James,CA,54.4333,-124.25,46.29,71,7,3.49,clear sky
358,Ati,TD,13.2154,18.3353,98.38,10,1,14.43,clear sky
359,Bandarbeyla,SO,9.4942,50.8122,91.18,46,100,24.72,overcast clouds
360,Port Macquarie,AU,-31.4333,152.9167,54.34,61,4,8.99,clear sky
361,Impfondo,CG,1.6381,18.0667,79.48,78,73,1.21,light rain
362,Talcahuano,CL,-36.7167,-73.1167,51.51,86,87,9.84,overcast clouds
363,Chamba,IN,32.5667,76.1333,98.56,13,60,9.8,broken clouds
364,Mandalgovi,MN,45.7625,106.2708,63.43,33,19,14.52,few clouds
365,Vila Vicosa,PT,38.7777,-7.4179,68.68,59,12,6.46,few clouds
366,Nara,JP,34.6851,135.8049,73.49,41,58,9.4,broken clouds
367,Coihaique,CL,-45.5752,-72.0662,35.55,93,75,5.75,broken clouds
368,Mount Pleasant,US,32.7941,-79.8626,73.99,93,40,1.01,scattered clouds
369,Bitung,ID,1.4451,125.1824,76.05,74,35,5.55,scattered clouds
370,Port Blair,IN,11.6667,92.75,78.84,83,100,8.05,drizzle
371,Altamira,BR,-3.2033,-52.2064,67.96,99,88,0.78,overcast clouds
372,Chunskiy,RU,56.0815,99.6342,53.15,51,100,11.32,overcast clouds
373,Rawson,AR,-43.3002,-65.1023,55.2,64,100,15.84,overcast clouds
374,Rundu,NA,-17.9333,19.7667,61.54,37,0,12.3,clear sky
375,Hemsedal,NO,60.8629,8.5534,63.16,51,100,4.85,overcast clouds
376,Champoton,MX,19.35,-90.7167,77.72,86,100,6.98,overcast clouds
377,Chisec,GT,15.8167,-90.2833,72.93,98,100,1.95,overcast clouds
378,Vyazemskiy,RU,47.5378,134.7525,73.38,56,0,4.52,clear sky
379,Pangascasan,PH,16.1169,120.0866,87.49,63,98,8.01,light rain
380,Brae,GB,60.3964,-1.353,51.15,71,100,15.86,overcast clouds
381,Genhe,CN,50.7833,121.5167,79.05,16,98,6.87,overcast clouds
382,Mandali,IQ,33.7499,45.5541,112.1,6,100,3.78,overcast clouds
383,Karasburg,NA,-28.0167,18.75,63.32,31,0,11.74,clear sky
384,Anderson,US,34.5334,-82.6499,70.34,85,75,0.0,broken clouds
385,Sao Joao Da Barra,BR,-21.6403,-41.0511,64.89,70,56,10.58,broken clouds
386,Chaadayevka,RU,53.1427,45.9122,63.52,58,14,18.23,few clouds
387,Coruripe,BR,-10.1256,-36.1756,73.35,86,64,8.41,broken clouds
388,Marzuq,YE,14.4,46.4667,93.61,14,35,5.06,scattered clouds
389,Luanda,AO,-8.8368,13.2343,74.62,66,100,7.74,overcast clouds
390,Francistown,BW,-21.17,27.5079,60.03,49,0,16.04,clear sky
391,Paita,PE,-5.0892,-81.1144,64.42,80,87,9.01,overcast clouds
392,Manta,EC,-0.95,-80.7333,71.06,90,94,4.32,overcast clouds
393,Kiama,AU,-34.6833,150.8667,55.99,65,61,8.99,broken clouds
394,Mayumba,GA,-3.432,10.6554,76.46,80,89,3.33,overcast clouds
395,Alexandria,EG,31.2156,29.9553,79.83,65,0,11.21,clear sky
396,Tilichiki,RU,60.4667,166.1,43.65,84,100,9.13,overcast clouds
397,Ginir,ET,7.1333,40.7,69.26,60,35,6.76,moderate rain
398,Ugoofaaru,MV,5.6667,73.0,82.67,73,100,11.39,overcast clouds
399,Tukrah,LY,32.5341,20.5791,81.16,58,0,8.19,clear sky
400,Axim,GH,4.8699,-2.2405,79.11,77,100,2.77,overcast clouds
401,Mashhad,IR,36.297,59.6062,91.54,19,0,6.91,clear sky
402,Bria,CF,6.5423,21.9863,80.1,66,91,4.85,overcast clouds
403,Otradnoye,RU,59.7775,30.8181,66.04,35,9,5.32,clear sky
404,Bilibino,RU,68.0546,166.4372,45.12,47,70,16.11,broken clouds
405,Tazovskiy,RU,67.4667,78.7,46.08,50,100,11.5,overcast clouds
406,Prince George,CA,53.9166,-122.753,52.63,65,100,1.99,overcast clouds
407,Qaqortoq,GL,60.7167,-46.0333,39.92,89,100,3.71,overcast clouds
408,Sorong,ID,-0.8833,131.25,83.05,76,9,9.13,clear sky
409,Saint-Pierre,RE,-21.3393,55.4781,80.28,57,0,20.71,clear sky
410,Mehamn,NO,71.0357,27.8492,44.51,64,85,18.5,overcast clouds
411,Pedana,IN,16.2667,81.1667,104.18,46,97,9.31,overcast clouds
412,Smolensk,RU,55.0,33.0,66.9,47,100,1.63,overcast clouds
413,Little Current,CA,45.9793,-81.9248,55.42,100,100,2.42,overcast clouds
414,Bubaque,GW,11.2833,-15.8333,77.83,80,83,15.08,broken clouds
415,Buala,SB,-8.145,159.5921,80.76,80,8,7.25,clear sky
416,Ewa Beach,US,21.3156,-158.0072,76.98,69,0,9.22,clear sky
417,Ayagoz,KZ,47.9714,80.4392,70.5,27,75,9.71,broken clouds
418,Portland,US,45.5234,-122.6762,54.25,88,33,1.99,scattered clouds
419,Luebo,CD,-5.35,21.4167,81.18,35,93,4.88,overcast clouds
420,Ngama,TD,11.7833,17.1667,95.86,21,1,5.88,clear sky
421,Pedasi,PA,7.5333,-80.0333,74.07,82,88,3.94,overcast clouds
422,Sandwick,GB,60.0,-1.25,49.82,87,75,18.41,broken clouds
423,Kruisfontein,ZA,-34.0033,24.7314,67.24,33,7,5.12,clear sky
424,Ilebo,CD,-4.3167,20.5833,81.64,39,100,5.55,overcast clouds
425,Koslan,RU,63.4564,48.8989,63.55,65,99,6.6,light rain
426,Champagnole,FR,46.7445,5.9135,63.55,89,97,3.58,overcast clouds
427,Kiunga,PG,-6.1219,141.2906,82.94,75,89,2.8,overcast clouds
428,Stabat,ID,3.761,98.4513,86.2,81,100,1.12,overcast clouds
429,Leshukonskoye,RU,64.8989,45.7622,59.83,64,89,6.24,overcast clouds
430,Hastings,GB,50.8552,0.5729,60.98,86,87,4.76,overcast clouds
431,Aswan,EG,24.0934,32.907,97.97,16,0,13.67,clear sky
432,Basco,PH,20.4487,121.9702,84.58,77,82,15.59,broken clouds
433,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,67.8,98,100,3.38,light rain
434,Umm Lajj,SA,25.0213,37.2685,88.12,53,0,16.4,clear sky
435,Waddan,LY,29.1614,16.139,89.28,22,0,5.93,clear sky
436,Shenjiamen,CN,29.9576,122.298,70.2,82,99,12.21,overcast clouds
437,Shestakovo,RU,56.4915,103.96,46.99,88,100,5.19,light rain
438,Ambulu,ID,-8.345,113.6058,84.88,76,92,6.24,overcast clouds
439,The Pas,CA,53.8251,-101.2541,46.9,59,60,4.65,broken clouds
440,Kontagora,NG,10.3999,5.4695,78.64,64,100,4.45,overcast clouds
441,Warrnambool,AU,-38.3833,142.4833,48.81,67,100,20.45,overcast clouds
442,College,US,64.8569,-147.8028,62.92,42,75,8.05,broken clouds
443,Awbari,LY,26.5921,12.7805,89.4,17,0,8.19,clear sky
444,San Carlos Del Zulia,VE,9.0,-71.9135,72.28,97,48,4.94,scattered clouds
445,Roros,NO,62.5747,11.3842,53.44,43,0,4.61,clear sky
446,Kabanjahe,ID,3.1001,98.4908,71.33,83,100,2.1,overcast clouds
447,Kholodnyy,RU,62.7167,147.95,54.05,38,92,20.47,overcast clouds
448,Mao,ES,39.8885,4.2658,77.56,53,0,16.11,clear sky
449,Adrar,MR,20.5022,-10.0711,88.47,10,5,10.22,clear sky
450,Saldanha,ZA,-33.0117,17.9442,71.83,36,0,20.8,clear sky
451,Verkhoyansk,RU,67.5447,133.385,78.33,18,28,9.6,scattered clouds
452,Haines Junction,CA,60.7522,-137.5108,42.01,95,100,5.23,moderate rain
453,Lanzhou,CN,36.0564,103.7922,81.39,24,100,6.35,overcast clouds
454,Atar,MR,20.5169,-13.0499,89.26,21,72,22.12,broken clouds
455,Skelleftea,SE,64.7507,20.9528,66.99,37,0,11.5,clear sky
456,Rantauprapat,ID,2.1,99.8333,84.13,76,97,3.58,overcast clouds
457,Marawi,PH,7.9986,124.2928,75.83,88,79,2.89,broken clouds
458,Zarand,IR,30.8127,56.564,89.74,10,0,4.12,clear sky
459,Amapa,BR,1.0,-52.0,68.99,100,100,1.03,overcast clouds
460,Svetlaya,RU,46.5389,138.3297,53.01,67,0,5.86,clear sky
461,Ponta Delgada,PT,37.7333,-25.6667,65.12,100,100,11.5,light intensity drizzle
462,Tateyama,JP,34.9833,139.8667,67.1,81,100,15.41,overcast clouds
463,Cavalcante,BR,-13.7975,-47.4583,59.29,52,36,3.31,scattered clouds
464,Bin Qirdan,TN,33.1378,11.2197,92.3,23,82,6.35,broken clouds
465,Shelburne,CA,44.0787,-80.2041,62.6,99,100,13.44,overcast clouds
466,Wufeng,CN,27.45,104.8333,67.95,55,100,7.72,overcast clouds
467,Pascagoula,US,30.3658,-88.5561,80.64,95,0,0.0,clear sky
468,Omsukchan,RU,62.5333,155.8,50.74,36,88,13.2,overcast clouds
469,Valparaiso,CL,-33.0393,-71.6273,55.47,86,75,2.3,broken clouds
470,Fort Nelson,CA,58.8053,-122.7002,50.34,95,95,2.15,overcast clouds
471,Yelizavetino,RU,59.4916,29.7938,61.36,36,8,2.19,clear sky
472,Talnakh,RU,69.4865,88.3972,43.21,55,100,17.85,overcast clouds
473,Mokhsogollokh,RU,61.4681,128.9203,80.15,38,48,9.42,scattered clouds
474,Oranjemund,NA,-28.55,16.4333,71.56,28,0,21.25,clear sky
475,Charters Towers,AU,-20.1,146.2667,72.09,55,21,10.2,few clouds
476,Saint-Francois,FR,46.4154,3.9054,62.67,77,75,6.91,broken clouds
477,Hami,CN,42.8,93.45,87.51,14,83,22.39,broken clouds
478,Pangai,TO,-19.8,-174.35,75.92,65,0,17.18,clear sky
479,Mattru,SL,7.6244,-11.8332,74.59,95,97,1.92,overcast clouds
480,San Ramon,US,37.7799,-121.978,60.75,81,0,6.91,clear sky
481,Te Anau,NZ,-45.4167,167.7167,49.51,87,98,7.74,moderate rain
482,Nishihara,JP,26.1842,127.7558,76.68,83,75,13.8,broken clouds
483,Dubno,UA,50.4169,25.7343,71.02,59,95,10.67,overcast clouds
484,Santana Do Acarau,BR,-3.4606,-40.2122,70.0,96,51,4.16,broken clouds
485,Campo Verde,BR,-20.4167,-54.0667,68.63,65,84,5.17,broken clouds
486,Port-Cartier,CA,50.0334,-66.8654,50.76,58,7,8.37,clear sky
487,Cartagena Del Chaira,CO,1.3349,-74.8429,69.67,99,79,0.94,broken clouds
488,Yerofey Pavlovich,RU,53.9667,121.9667,83.05,22,86,1.41,overcast clouds
489,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,100,96,10.18,overcast clouds
490,Warri,NG,5.5167,5.75,81.27,75,100,5.39,overcast clouds
491,Yola,NG,9.2,12.4833,87.89,53,12,10.74,few clouds
492,Eyl,SO,7.9803,49.8164,90.84,45,100,28.45,overcast clouds
493,Smithers,CA,54.7804,-127.1743,44.38,90,7,3.13,clear sky
494,Cayenne,GF,4.9333,-52.3333,74.08,1,100,0.0,fog
495,Betsiamites,CA,48.9413,-68.646,48.87,86,5,2.17,clear sky
496,Kutoarjo,ID,-7.7169,109.9128,85.53,74,50,8.66,scattered clouds
497,Lumberton,US,34.6182,-79.0086,66.81,95,48,5.12,scattered clouds
498,Niquelandia,BR,-14.4739,-48.4597,61.48,63,5,2.39,clear sky
499,Mayo,US,38.8876,-76.5119,67.98,89,0,8.05,clear sky
500,North Bend,US,43.4065,-124.2243,51.85,94,0,3.44,clear sky
501,Killybegs,IE,54.6333,-8.45,58.71,78,92,6.93,overcast clouds
502,Chifeng,CN,42.2683,118.9636,72.57,25,66,5.46,broken clouds
503,Dukat,RU,62.55,155.55,48.47,39,100,12.26,overcast clouds
504,Chumikan,RU,54.7183,135.315,44.13,85,99,5.66,light rain
505,Ocara,BR,-4.4908,-38.5967,71.02,89,100,6.06,overcast clouds
506,Borogontsy,RU,62.6683,131.1683,82.54,32,98,4.59,overcast clouds
507,Sept-Iles,CA,50.2001,-66.3821,51.06,47,8,1.99,clear sky
508,Seoul,KR,37.5683,126.9778,74.59,40,85,5.03,overcast clouds
509,Atasu,KZ,48.6814,71.6433,84.02,22,10,11.77,clear sky
510,Berlevag,NO,70.8578,29.0864,44.55,76,100,8.05,overcast clouds
511,Le Port,RE,-20.9373,55.2919,80.6,53,99,2.08,overcast clouds
512,Ouango,CF,4.3133,22.5552,80.04,72,75,2.89,broken clouds
513,Quatre Cocos,MU,-20.2078,57.7625,77.09,71,45,10.96,scattered clouds
514,Porto Novo,BJ,6.4965,2.6036,83.3,66,100,5.66,overcast clouds
515,Tete,MZ,-16.1564,33.5867,75.29,50,75,12.66,broken clouds
516,Chacabuco,AR,-34.6417,-60.4739,45.86,72,64,5.77,broken clouds
517,Chalus,IR,36.655,51.4204,82.13,63,6,9.31,clear sky
518,Dabat,ET,12.9842,37.765,71.02,30,9,11.12,clear sky
519,Sabang,ID,5.8933,95.3214,83.3,72,100,10.54,overcast clouds
520,Malyye Derbety,RU,47.9547,44.6808,76.28,36,0,12.48,clear sky
521,Nagato,JP,34.3833,131.2,65.8,71,11,13.33,few clouds
522,Nador,MA,35.174,-2.9287,82.65,32,0,3.44,clear sky
523,Nieuwpoort,BE,51.1244,2.7735,61.18,77,75,9.22,broken clouds
524,Henties Bay,NA,-22.116,14.2845,76.23,27,0,28.88,clear sky
525,Bonthe,SL,7.5264,-12.505,77.94,83,69,4.59,light rain
526,Nikolsk,RU,53.7189,46.0712,60.53,67,27,19.66,scattered clouds
527,Lipin Bor,RU,60.2622,37.9763,56.37,51,98,8.86,overcast clouds
528,Suhut,TR,38.5311,30.5458,67.75,57,3,3.94,clear sky
529,Parkes,AU,-33.1333,148.1833,46.35,90,46,10.31,scattered clouds
530,Sobolevo,RU,54.4299,31.8996,65.32,65,100,4.07,overcast clouds
531,Kalmunai,LK,7.4167,81.8167,87.48,59,99,5.86,overcast clouds
532,Santa Barbara,US,34.7333,-120.0343,63.34,100,100,0.0,mist
533,Bahia Blanca,AR,-38.7196,-62.2724,53.69,55,37,14.65,scattered clouds
534,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,18.41,few clouds
535,Nebolchi,RU,59.1239,33.3454,63.05,39,38,5.57,scattered clouds
536,Sistranda,NO,63.7256,8.834,51.76,72,44,17.65,scattered clouds
537,Ulverstone,AU,-41.15,146.1667,43.75,74,9,16.02,clear sky
538,Deputatskiy,RU,69.3,139.9,56.86,27,0,17.25,clear sky
539,Fairbanks,US,64.8378,-147.7164,62.94,42,75,8.05,broken clouds
540,Shatalovo,RU,54.334,32.4465,64.71,65,100,2.66,overcast clouds
541,Narsaq,GL,60.9167,-46.05,44.82,85,99,3.94,overcast clouds
542,Lagoa,PT,39.05,-27.9833,64.81,91,88,21.99,overcast clouds
543,Yaan,NG,7.3833,8.5667,77.41,76,99,5.03,overcast clouds
544,Burnie,AU,-41.0667,145.9167,43.2,78,15,17.54,few clouds
545,Dabhol,IN,17.6,73.1667,88.09,61,72,10.54,broken clouds
546,Awjilah,LY,29.1081,21.2869,89.33,27,0,5.75,clear sky
547,Erzin,TR,36.9559,36.2,79.66,65,31,7.61,scattered clouds
548,Laurel,US,39.0993,-76.8483,66.49,89,20,0.0,few clouds
549,Cuamba,MZ,-14.8031,36.5372,69.66,64,94,8.14,overcast clouds
550,Zeya,RU,53.75,127.2667,71.35,58,99,2.75,overcast clouds
551,Aklavik,CA,68.2191,-135.0107,34.77,81,89,11.68,overcast clouds
552,Male,MV,4.1748,73.5089,82.22,74,94,8.63,overcast clouds
553,Maunabo,PR,18.0072,-65.8993,80.89,83,87,11.25,overcast clouds
554,Romanovskaya,RU,47.5426,42.0285,73.18,47,5,8.68,clear sky
555,Clyde River,CA,70.4692,-68.5914,34.39,82,98,3.27,overcast clouds
556,Myitkyina,MM,25.3833,97.4,87.75,73,88,4.47,light rain
557,Komsomolskiy,UZ,40.4272,71.7189,90.32,20,0,4.61,clear sky
558,Noyabrsk,RU,63.1994,75.4507,53.08,42,32,4.03,scattered clouds
559,Merauke,ID,-8.4667,140.3333,81.75,79,100,13.06,overcast clouds
560,Tselinnoye,RU,53.0833,85.6667,62.37,45,11,2.46,few clouds
561,Tias,ES,28.9611,-13.645,67.68,78,20,19.57,few clouds
562,Nogliki,RU,51.8333,143.1667,48.45,74,93,13.62,overcast clouds
563,Nyagan,RU,62.1406,65.3936,62.82,28,1,7.02,clear sky
564,Sinnamary,GF,5.3833,-52.95,74.62,92,100,4.65,overcast clouds
565,Puerto Leguizamo,CO,-0.1934,-74.7819,69.21,99,94,1.52,overcast clouds
566,Taywarah,AF,33.35,64.4167,73.47,10,0,4.97,clear sky
567,Kloulklubed,PW,7.0419,134.2556,81.1,72,97,10.31,overcast clouds
568,Mount Gambier,AU,-37.8333,140.7667,49.21,72,100,10.56,overcast clouds
569,Houma,US,29.5958,-90.7195,80.01,86,100,5.01,overcast clouds
570,Lerwick,GB,60.1545,-1.1494,50.0,76,92,17.52,overcast clouds
571,Grants,US,35.1473,-107.8514,71.83,24,0,19.57,clear sky
572,Toppenish,US,46.3774,-120.3087,57.72,56,0,3.78,clear sky
573,Hamilton,US,39.1834,-84.5333,66.88,97,100,0.0,overcast clouds
574,Pangkalanbuun,ID,-2.6833,111.6167,81.37,84,97,3.8,overcast clouds
575,Borovoy,RU,55.4333,86.0833,60.08,38,0,6.71,clear sky
576,Gao,ML,16.6362,1.637,92.52,29,11,6.64,few clouds
577,Barela,IN,23.1,80.05,107.69,9,33,9.19,scattered clouds
578,Midland,US,31.9974,-102.0779,81.32,42,0,4.61,clear sky
579,Sao Filipe,CV,14.8961,-24.4956,73.72,78,6,9.86,clear sky
580,Babu,CN,24.4167,111.5167,81.68,86,89,0.89,overcast clouds
581,Ankang,CN,32.68,109.0172,94.44,30,33,0.13,scattered clouds
582,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,75,19.57,broken clouds
583,Jammalamadugu,IN,14.8333,78.4,99.16,33,69,13.8,broken clouds
584,Langfang,CN,39.5097,116.6947,84.92,23,0,9.24,clear sky
585,Milton,US,34.1322,-84.3007,69.89,94,84,3.69,broken clouds
586,Flin Flon,CA,54.7682,-101.865,48.51,51,84,5.21,broken clouds
587,Chumphon,TH,10.3333,98.8333,81.55,69,100,7.67,overcast clouds
588,Tiarei,PF,-17.5333,-149.3333,75.22,77,20,17.4,few clouds
589,Itarema,BR,-2.9248,-39.9167,72.88,92,99,7.49,overcast clouds
590,Tungor,RU,53.3808,142.9564,50.45,73,49,10.4,scattered clouds
591,Nyurba,RU,63.2842,118.3319,72.34,40,3,2.95,clear sky
592,Ancud,CL,-41.8697,-73.8203,47.64,93,95,3.33,overcast clouds
593,Varzea Alegre,BR,-5.35,-40.3833,72.14,74,95,6.69,overcast clouds
594,Balykshi,KZ,47.0667,51.8667,77.0,33,0,17.9,clear sky
595,Springbok,ZA,-29.6643,17.8865,63.18,29,0,16.89,clear sky
596,Markovo,RU,57.3206,107.0881,48.94,80,100,10.38,light rain
597,Hualmay,PE,-11.0964,-77.6139,62.85,86,95,4.03,overcast clouds
598,Vaitape,PF,-16.5167,-151.75,79.95,74,52,14.54,light rain
599,Batagay-Alyta,RU,67.8006,130.4114,73.67,27,100,6.49,overcast clouds
600,Viedma,AR,-40.8135,-62.9967,55.53,48,100,11.92,overcast clouds
601,Belomorsk,RU,64.5232,34.7668,58.71,51,22,3.69,few clouds
602,Ojinaga,MX,29.5667,-104.4167,81.55,19,0,9.22,clear sky
603,Segamat,MY,2.5148,102.8158,87.49,64,100,2.86,overcast clouds
604,Antofagasta,CL,-23.65,-70.4,58.28,77,11,6.38,few clouds
605,Cockburn Town,TC,21.4612,-71.1419,80.24,88,100,19.89,overcast clouds
606,Chaplynka,UA,46.3651,33.5403,77.05,38,50,12.5,scattered clouds
607,Celestun,MX,20.8667,-90.4,79.39,82,91,10.09,overcast clouds
608,Luena,AO,-11.7833,19.9167,64.13,43,17,9.01,few clouds
609,Kenai,US,60.5544,-151.2583,56.03,85,75,10.36,broken clouds
610,Nioro,GM,13.35,-15.75,79.57,56,90,6.58,overcast clouds
611,Carballo,ES,43.213,-8.691,65.55,80,94,6.11,overcast clouds
612,Tricase,IT,39.9304,18.3553,83.32,55,99,9.78,overcast clouds
613,Coxim,BR,-18.5067,-54.76,74.71,50,90,2.66,overcast clouds
614,Keshorai Patan,IN,25.3,75.9333,108.64,10,5,10.49,clear sky
615,Kutum,SD,14.2,24.6667,88.2,12,4,17.9,clear sky
616,Wolgast,DE,54.05,13.7667,66.85,71,10,10.54,clear sky
617,Kyzyl-Suu,KG,42.3414,78.0056,64.02,52,3,5.19,clear sky
618,Makinsk,KZ,52.6292,70.4169,75.34,37,99,10.71,overcast clouds
619,Siguiri,GN,11.6667,-9.5,81.19,57,91,4.27,overcast clouds
620,Juneau,US,58.3019,-134.4197,53.22,94,100,11.5,light rain
621,Boguchany,RU,58.3814,97.4531,43.14,91,100,6.49,overcast clouds
622,Vadso,NO,70.0744,29.7487,47.28,81,100,9.22,light intensity drizzle rain
623,Keetmanshoop,NA,-26.5833,18.1333,61.05,34,0,15.19,clear sky
624,Opuwo,NA,-18.0607,13.84,62.02,36,3,18.5,clear sky
625,Marsa Matruh,EG,31.3525,27.2453,81.77,58,0,9.82,clear sky
626,Taltal,CL,-25.4,-70.4833,60.44,73,0,1.59,clear sky
627,Medea,DZ,36.2642,2.7539,76.03,39,6,3.42,clear sky
628,Acapulco,MX,16.8634,-99.8901,80.42,78,75,2.3,broken clouds
629,Tezu,IN,27.9167,96.1667,84.02,72,87,1.5,overcast clouds
630,Daru,PG,-9.0763,143.2092,80.29,82,54,8.19,broken clouds
631,Los Zacatones,MX,22.95,-102.05,67.33,44,61,1.59,broken clouds
632,Nong Kung Si,TH,16.65,103.3,90.82,99,100,6.44,overcast clouds
633,Tarbagatay,RU,51.4803,107.3602,49.53,67,100,10.4,overcast clouds
634,Arlit,NE,18.7369,7.3853,92.46,21,79,6.17,broken clouds
635,Gizo,SB,-8.103,156.8419,83.52,74,79,9.69,broken clouds
636,Qasigiannguit,GL,68.8193,-51.1922,35.85,71,12,2.98,few clouds
637,Todos Santos,MX,23.45,-110.2167,66.99,83,29,5.82,scattered clouds
638,Sur,OM,22.5667,59.5289,98.53,34,0,2.24,clear sky
639,Iracoubo,GF,5.4802,-53.2011,73.69,94,100,3.85,overcast clouds
640,Hay River,CA,60.8156,-115.7999,53.83,55,50,7.9,scattered clouds
641,Mount Isa,AU,-20.7333,139.5,67.77,34,2,12.66,clear sky
642,Tetiz,MX,20.9667,-89.9333,79.09,87,100,5.44,overcast clouds
643,Santa Cruz Del Sur,CU,20.7147,-77.9956,78.55,82,29,5.93,scattered clouds
644,Macherla,IN,16.4833,79.4333,106.09,24,15,10.92,few clouds
645,Ixtapa,MX,20.7,-105.2,78.03,78,100,4.61,overcast clouds
646,Begowal,IN,31.6167,75.5167,114.84,6,6,8.1,clear sky
647,Anadyr,RU,64.75,177.4833,45.1,81,75,4.47,broken clouds
648,Pitimbu,BR,-7.4706,-34.8086,72.19,86,100,4.99,overcast clouds
649,Kajaani,FI,64.2273,27.7285,60.85,44,0,11.5,clear sky
650,Bolekhiv,UA,49.0661,23.8643,67.42,70,100,3.06,overcast clouds
651,Trinidad,BO,-14.8333,-64.9,69.48,81,9,2.42,clear sky
652,Siniscola,IT,40.5719,9.6922,81.95,35,92,6.35,overcast clouds
653,Vardo,NO,70.3705,31.1107,42.78,93,75,14.97,light intensity shower rain
654,Ulma,DE,48.3984,9.9916,60.57,91,94,5.82,overcast clouds
655,Tadine,NC,-21.55,167.8833,72.55,81,39,6.62,scattered clouds
656,Sakaraha,MG,-22.9,44.5333,76.5,46,5,5.23,clear sky
657,La Rioja,ES,42.25,-2.5,60.58,68,48,4.83,scattered clouds
658,Dillon,US,34.4166,-79.3712,66.45,93,61,4.94,broken clouds
659,Ormara,PK,25.2088,64.6357,83.5,77,0,18.3,clear sky
660,Jacareacanga,BR,-6.2222,-57.7528,69.28,99,82,1.45,broken clouds
661,Umm Kaddadah,SD,13.6017,26.6876,97.12,10,90,15.59,overcast clouds
662,Thinadhoo,MV,0.5333,72.9333,82.9,67,94,4.16,overcast clouds
663,Yarega,RU,63.4354,53.5765,68.9,29,80,8.61,broken clouds
664,Minot,US,48.2325,-101.2963,50.81,81,0,0.0,clear sky
665,Pemangkat,ID,1.1667,108.9667,85.41,68,66,8.57,heavy intensity rain
666,Abu Samrah,SY,35.3029,37.1841,83.07,38,0,9.98,clear sky
667,West Lafayette,US,40.4259,-86.9081,68.11,93,100,6.91,overcast clouds
668,Bilma,NE,18.6853,12.9164,94.89,13,88,17.43,overcast clouds
669,Rio Gallegos,AR,-51.6226,-69.2181,39.25,56,0,10.36,clear sky
670,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,64.92,64,0,2.75,clear sky
671,Lyuban,BY,52.7985,28.0048,70.36,66,100,7.14,overcast clouds
672,Kamaishi,JP,39.2667,141.8833,52.45,95,100,9.98,light rain
673,Olinda,BR,-8.0089,-34.8553,71.33,100,100,2.3,light rain
674,Akyab,MM,20.15,92.9,85.15,71,100,8.16,overcast clouds
675,Chabahar,IR,25.2919,60.643,87.15,63,0,13.38,clear sky
676,Lexington Park,US,38.2668,-76.4538,71.28,89,0,4.61,clear sky
677,Gilbues,BR,-9.8317,-45.3439,64.29,63,43,4.94,scattered clouds
678,Padang,ID,-0.9492,100.3543,87.85,77,100,5.66,overcast clouds
679,Amacuzac,MX,18.5833,-99.35,79.56,87,91,2.53,overcast clouds
680,Minggang,CN,32.4586,114.0486,92.17,32,3,9.46,clear sky
681,Mana,GF,5.6592,-53.7767,73.78,93,99,3.36,overcast clouds
682,Gorontalo,ID,0.5412,123.0595,82.44,82,72,2.91,broken clouds
683,Tonj,SS,7.2737,28.6822,89.1,43,17,6.2,few clouds
684,Roxana,CR,10.2753,-83.7513,77.04,97,73,2.17,broken clouds
685,Mackay,AU,-21.15,149.2,71.69,78,100,6.89,overcast clouds
686,Gravdal,NO,68.1214,13.5031,40.89,81,75,16.11,broken clouds
687,Aquiraz,BR,-3.9014,-38.3911,75.29,92,99,10.89,overcast clouds
688,Nadym,RU,65.5333,72.5167,62.85,31,15,17.29,few clouds
689,Rosarito,MX,32.3333,-117.0333,64.42,86,38,2.82,scattered clouds
690,Rimbey,CA,52.6334,-114.2353,49.23,99,100,4.21,light rain
691,Boende,CD,-0.2167,20.8667,80.35,61,92,2.01,overcast clouds
692,Rocha,UY,-34.4833,-54.3333,44.51,85,19,3.13,few clouds
693,Dingle,PH,10.9995,122.6711,86.23,69,45,5.7,scattered clouds
